Field ID,Description,Category,Unnamed: 3
23363,10P liver PDFF mean error indicator,Abdominal composition,
12323,12-lead ECG measuring method,"ECG at rest, 12-lead",
5155,3mm asymmetry index for irregular astigmatism level (left),Refractometer 1,
5152,3mm asymmetry index for irregular astigmatism level (right),Refractometer 1,
5141,3mm asymmetry index unreliable (left),Refractometer 1,
5144,3mm asymmetry index unreliable (right),Refractometer 1,
5136,3mm keratometry result unreliable (left),Refractometer 1,
5140,3mm keratometry result unreliable (right),Refractometer 1,
5149,3mm regularity index for irregular astigmatism level (left),Refractometer 1,
5164,3mm regularity index for irregular astigmatism level (right),Refractometer 1,
5148,3mm regularity index unreliable (left),Refractometer 1,
5145,3mm regularity index unreliable (right),Refractometer 1,
5142,6mm asymmetry index unreliable (left),Refractometer 1,
5143,6mm asymmetry index unreliable (right),Refractometer 1,
5138,6mm keratometry result unreliable (left),Refractometer 1,
5139,6mm keratometry result unreliable (right),Refractometer 1,
5147,6mm regularity index unreliable (left),Refractometer 1,
5146,6mm regularity index unreliable (right),Refractometer 1,
30429,"A ""morning-type"" or ""evening-type""",Sleep behaviour,
24637,AV Block 1 - Presence,Cardiac monitoring phase 2,#
12224,Abdominal MRI measurement completed,Abdominal MRI,
12223,Abdominal MRI measuring method,Abdominal MRI,
21027,Abdominal discomfort/pain for 6 months or longer,Digestive health,
29176,Ability to make it through stressful events,Social situation,
2110,Able to confide,Social support,
20525,Able to pay rent/mortgage as an adult,Traumatic events,
6017,Able to walk or cycle unaided for 10 minutes,ECG during exercise,
29048,Activities have helped,Depression,
100320,Added milk to espresso,Hot/cold beverages yesterday,
100280,Added milk to filtered coffee,Hot/cold beverages yesterday,
100260,Added milk to instant coffee,Hot/cold beverages yesterday,
100350,Added milk to other coffee type,Hot/cold beverages yesterday,
100480,Added milk to rooibos tea,Hot/cold beverages yesterday,
100460,Added milk to standard tea,Hot/cold beverages yesterday,
104660,Added salt to food,Spreads/sauces/cooking oils yesterday,
1767,Adopted as a child,Early life factors,
3912,Adopted father still alive,Family history,
3942,Adopted mother still alive,Family history,
29123,Afraid of gaining weight or becoming fat,Eating patterns,
111,Aide-memoire completed,Procedural metrics,
100580,Alcohol consumed,Alcoholic beverages yesterday,
20117,Alcohol drinker status,Alcohol,
1558,Alcohol intake frequency.,Alcohol,
1628,Alcohol intake versus 10 years previously,Alcohol,
1618,Alcohol usually taken with meals,Alcohol,
29044,Amitriptyline has helped feel better,Depression,
20403,Amount of alcohol drunk on a typical drinking day,Alcohol use,
29092,Amount of alcohol drunk on a typical drinking day,Alcohol use,
30537,Amount of time wake up early by in the past month,Insomnia,
31126,Analysable ascending aorta,Cardiac and aortic function #2,
31127,Analysable proximal descending aorta,Cardiac and aortic function #2,
2129,Answered sexual history questions,Sexual factors,
27981,Antibody test result,Self-test antibody study,
27990,Antibody test result,Coronavirus infection study,
28000,Antibody test result,Waves 1-6 sample processing,
28140,Antibody test result,Wave 7 sample processing,
29154,Anxiety/depression today,General health,
120102,Anxiety/depression today,Experience of pain,
28174,"Any change of address, waves 1-6",Coronavirus serology study waves 1-6,
31119,Apical slice QC score,Cardiac and aortic function #2,
23741,"Apolipoprotein B to Apolipoprotein A1 ratio, QC Flag",NMR metabolomics QC indicators,
104450,Apple intake,Fruit/vegetables yesterday,
30585,Are feelings in legs due to muscle cramps,Restless legs,
120037,Area most bothered by pain in the last three months,Experience of pain,
22035,At or above moderate/vigorous recommendation,MET Scores,
22036,At or above moderate/vigorous/walking recommendation,MET Scores,
4924,Attempted fluid intelligence (FI) test.,Fluid intelligence / reasoning,
20484,Attempted suicide in past year,Self-harm behaviours,
29117,Attempted suicide in past year,Harm behaviours,
738,Average total household income before tax,Household,
10877,Average total household income before tax (pilot),Household,
104100,Avocado intake,Fruit/vegetables yesterday,
29069,Avoidance of situations where panic attacks may occur,Anxiety and panic,
20495,Avoided activities or situations because of previous stressful experience in past month,Traumatic events,
23065,BKV seropositivity for Human Polyomavirus BKV,Infectious Diseases,
3571,Back pain for 3+ months,Pain,
103070,Bacon intake,Meat/fish yesterday,
120053,Bad and/or recurring headaches at any time in life,Experience of pain,
101020,Baguette intake,Bread/pasta/rice yesterday,
104000,Baked bean intake,Fruit/vegetables yesterday,
104460,Banana intake,Fruit/vegetables yesterday,
101090,Bap intake,Bread/pasta/rice yesterday,
31118,Basal slice QC score,Cardiac and aortic function #2,
103180,Battered fish intake,Meat/fish yesterday,
1369,Beef intake,Diet,
103020,Beef intake,Meat/fish yesterday,
20522,Been in a confiding relationship as an adult,Traumatic events,
20526,Been in serious accident believed to be life-threatening,Traumatic events,
20527,Been involved in combat or exposed to war-zone,Traumatic events,
100710,Beer/cider intake,Alcoholic beverages yesterday,
104130,Beetroot intake,Fruit/vegetables yesterday,
20460,Belief that own life is meaningful,Happiness and subjective well-being,
29182,Belief that own life is meaningful,General well-being,
12141,Believed safe to perform DXA scan,DXA assessment,
12140,Believed safe to perform abdominal MRI scan,Abdominal MRI,
12139,Believed safe to perform brain MRI scan,Brain MRI,
20521,Belittlement by partner or ex-partner as an adult,Traumatic events,
29082,Belittlement by partner or ex-partner as an adult,Adverse life events,
104470,Berry intake,Fruit/vegetables yesterday,
24659,Bigeminy - Presence,Cardiac monitoring phase 2,#
2834,Bilateral oophorectomy (both ovaries removed),Female-specific factors,
20126,Bipolar and major depression status,Mental health,
20122,Bipolar disorder status,Mental health,
41278,Birth order,Summary Maternity,
120,Birth weight known,Early life factors,
32111,Blood relatives have had insomnia,Family history,
32113,Blood relatives have had narcolepsy,Family history,
32116,Blood relatives have had night terrors,Family history,
32114,Blood relatives have had restless leg syndrome,Family history,
32112,Blood relatives have had sleep apnoea,Family history,
32115,Blood relatives have had sleep walking,Family history,
20049,"Blood sample #, note contents",Blood sample collection,
23165,Blood-type haplotype,Genetically deduced phenotypes,
21075,Bloody diarrhoea when IBS symptoms first began,Digestive health,
102840,Blue cheese intake,Milk/eggs/cheese yesterday,
104030,Boiled/baked potatoes intake,Fruit/vegetables yesterday,
21066,Born by caesarian section,Digestive health,
5182,Both eyes present,Eye measures,
120063,Bothered by light when headaches were at their worst,Experience of pain,
120064,Bothered by sound when headaches were at their worst,Experience of pain,
12187,Brain MRI measuring method,Brain MRI,
100840,Bran cereal intake,Cereal yesterday,
100940,Bread consumed,Bread/pasta/rice yesterday,
101160,Bread roll intake,Bread/pasta/rice yesterday,
1448,Bread type,Diet,
10776,Bread type/intake (pilot),Diet,
103170,Breaded fish intake,Meat/fish yesterday,
100760,Breakfast cereal consumed,Cereal yesterday,
1677,Breastfed as a baby,Early life factors,
22616,Breathing problems during period of job,Employment history,
22618,Breathing problems improved/stopped away from workplace or on holiday,Employment history,
22619,Breathing problems responsible for leaving job,Employment history,
29016,Brightening of mood in response to positive events during worst episode of depression,Depression,
22504,Bring up phlegm/sputum/mucus on most days,Medical information,
104110,Broad bean intake,Fruit/vegetables yesterday,
104140,Broccoli intake,Fruit/vegetables yesterday,
102740,Brown rice intake,Bread/pasta/rice yesterday,
120046,Burning pain present in pain that bothers the most,Experience of pain,
104040,Butter/margarine added to potatoes,Fruit/vegetables yesterday,
101300,Butter/margarine on bread/crackers,Bread/pasta/rice yesterday,
104150,Butternut squash intake,Fruit/vegetables yesterday,
23070,C. trachomatis Definition I seropositivity for Chlamydia trachomatis,Infectious Diseases,
23071,C. trachomatis Definition II seropositivity for Chlamydia trachomatis,Infectious Diseases,
23054,CMV seropositivity for Human Cytomegalovirus,Infectious Diseases,
28029,COVID-19 symptoms requiring hospitalisation,Waves 1-6 symptoms questionnaire,
28165,COVID-19 symptoms requiring hospitalisation,Wave 7 symptoms questionnaire,
28027,COVID-19 symptoms requiring medical attention,Waves 1-6 symptoms questionnaire,
28163,COVID-19 symptoms requiring medical attention,Wave 7 symptoms questionnaire,
28028,COVID-19 symptoms requiring self-isolation,Waves 1-6 symptoms questionnaire,
28164,COVID-19 symptoms requiring self-isolation,Wave 7 symptoms questionnaire,
28020,COVID-19 symptoms: Abdominal pain,Waves 1-6 symptoms questionnaire,
28156,COVID-19 symptoms: Abdominal pain,Wave 7 symptoms questionnaire,
28014,COVID-19 symptoms: Chest pain,Waves 1-6 symptoms questionnaire,
28150,COVID-19 symptoms: Chest pain,Wave 7 symptoms questionnaire,
28013,COVID-19 symptoms: Chills,Waves 1-6 symptoms questionnaire,
28149,COVID-19 symptoms: Chills,Wave 7 symptoms questionnaire,
28022,COVID-19 symptoms: Diarrhoea,Waves 1-6 symptoms questionnaire,
28158,COVID-19 symptoms: Diarrhoea,Wave 7 symptoms questionnaire,
28015,COVID-19 symptoms: Feeling more tired than usual,Waves 1-6 symptoms questionnaire,
28151,COVID-19 symptoms: Feeling more tired than usual,Wave 7 symptoms questionnaire,
28011,COVID-19 symptoms: Fever 38 degrees C or greater,Waves 1-6 symptoms questionnaire,
28147,COVID-19 symptoms: Fever 38 degrees C or greater,Wave 7 symptoms questionnaire,
28016,COVID-19 symptoms: Headache,Waves 1-6 symptoms questionnaire,
28152,COVID-19 symptoms: Headache,Wave 7 symptoms questionnaire,
28024,COVID-19 symptoms: Loss of sense of small and taste,Waves 1-6 symptoms questionnaire,
28160,COVID-19 symptoms: Loss of sense of small and taste,Wave 7 symptoms questionnaire,
28017,COVID-19 symptoms: Muscle ache,Waves 1-6 symptoms questionnaire,
28153,COVID-19 symptoms: Muscle ache,Wave 7 symptoms questionnaire,
28018,COVID-19 symptoms: Nausea/vomiting,Waves 1-6 symptoms questionnaire,
28154,COVID-19 symptoms: Nausea/vomiting,Wave 7 symptoms questionnaire,
28021,COVID-19 symptoms: Persistent dry cough,Waves 1-6 symptoms questionnaire,
28157,COVID-19 symptoms: Persistent dry cough,Wave 7 symptoms questionnaire,
28026,COVID-19 symptoms: Productive long-term cough ('wet' or chesty),Waves 1-6 symptoms questionnaire,
28162,COVID-19 symptoms: Productive long-term cough ('wet' or chesty),Wave 7 symptoms questionnaire,
28023,COVID-19 symptoms: Runny nose,Waves 1-6 symptoms questionnaire,
28159,COVID-19 symptoms: Runny nose,Wave 7 symptoms questionnaire,
28025,COVID-19 symptoms: Shortness of breath,Waves 1-6 symptoms questionnaire,
28161,COVID-19 symptoms: Shortness of breath,Wave 7 symptoms questionnaire,
28019,COVID-19 symptoms: Sore throat,Waves 1-6 symptoms questionnaire,
28155,COVID-19 symptoms: Sore throat,Wave 7 symptoms questionnaire,
28012,COVID-19 symptoms: Wheezing,Waves 1-6 symptoms questionnaire,
28148,COVID-19 symptoms: Wheezing,Wave 7 symptoms questionnaire,
104160,Cabbage/kale intake,Fruit/vegetables yesterday,
3089,Caffeine drink within last hour,Spirometry,
102190,Cake intake,Soup/snacks/pastries yesterday,
2453,Cancer diagnosed by doctor,Medical conditions,
40021,Cancer record origin,Cancer register,
102540,Canned soup intake,Soup/snacks/pastries yesterday,
100290,Cappuccino intake,Hot/cold beverages yesterday,
12292,Carotid ultrasound measurement completed,Carotid ultrasound,
12291,Carotid ultrasound measuring method,Carotid ultrasound,
104170,Carrot intake,Fruit/vegetables yesterday,
104180,Cauliflower intake,Fruit/vegetables yesterday,
104190,Celery intake,Fruit/vegetables yesterday,
102370,Cereal bar intake,Soup/snacks/pastries yesterday,
1468,Cereal type,Diet,
29020,Change in appetite during worst episode of depression,Depression,
30471,Change to usual number of hours of sleep per night since 2019,Quality of sleep,
102800,Cheese consumers,Milk/eggs/cheese yesterday,
1408,Cheese intake,Diet,
102860,Cheese spread intake,Milk/eggs/cheese yesterday,
102220,Cheesecake intake,Soup/snacks/pastries yesterday,
102480,Cheesy biscuits intake,Soup/snacks/pastries yesterday,
104480,Cherry intake,Fruit/vegetables yesterday,
3616,Chest pain due to walking ceases when standing still,Chest pain,
6015,Chest pain felt during physical activity,ECG during exercise,
6016,Chest pain felt outside physical activity,ECG during exercise,
2335,Chest pain or discomfort,Chest pain,
3606,Chest pain or discomfort walking normally,Chest pain,
3751,Chest pain or discomfort when walking uphill or hurrying,Chest pain,
102260,Chocolate bar intake,Soup/snacks/pastries yesterday,
102350,Chocolate biscuits intake,Soup/snacks/pastries yesterday,
102310,Chocolate sweet intake,Soup/snacks/pastries yesterday,
102340,Chocolate-covered biscuits intake,Soup/snacks/pastries yesterday,
102300,Chocolate-covered raisin intake,Soup/snacks/pastries yesterday,
23880,"Cholesterol to Total Lipids in Chylomicrons and Extremely Large VLDL percentage, QC Flag",NMR metabolomics QC indicators,
23910,"Cholesterol to Total Lipids in IDL percentage, QC Flag",NMR metabolomics QC indicators,
23935,"Cholesterol to Total Lipids in Large HDL percentage, QC Flag",NMR metabolomics QC indicators,
23915,"Cholesterol to Total Lipids in Large LDL percentage, QC Flag",NMR metabolomics QC indicators,
23890,"Cholesterol to Total Lipids in Large VLDL percentage, QC Flag",NMR metabolomics QC indicators,
23940,"Cholesterol to Total Lipids in Medium HDL percentage, QC Flag",NMR metabolomics QC indicators,
23920,"Cholesterol to Total Lipids in Medium LDL percentage, QC Flag",NMR metabolomics QC indicators,
23895,"Cholesterol to Total Lipids in Medium VLDL percentage, QC Flag",NMR metabolomics QC indicators,
23945,"Cholesterol to Total Lipids in Small HDL percentage, QC Flag",NMR metabolomics QC indicators,
23925,"Cholesterol to Total Lipids in Small LDL percentage, QC Flag",NMR metabolomics QC indicators,
23900,"Cholesterol to Total Lipids in Small VLDL percentage, QC Flag",NMR metabolomics QC indicators,
23930,"Cholesterol to Total Lipids in Very Large HDL percentage, QC Flag",NMR metabolomics QC indicators,
23885,"Cholesterol to Total Lipids in Very Large VLDL percentage, QC Flag",NMR metabolomics QC indicators,
23905,"Cholesterol to Total Lipids in Very Small VLDL percentage, QC Flag",NMR metabolomics QC indicators,
23881,"Cholesteryl Esters to Total Lipids in Chylomicrons and Extremely Large VLDL percentage, QC Flag",NMR metabolomics QC indicators,
23911,"Cholesteryl Esters to Total Lipids in IDL percentage, QC Flag",NMR metabolomics QC indicators,
23936,"Cholesteryl Esters to Total Lipids in Large HDL percentage, QC Flag",NMR metabolomics QC indicators,
23916,"Cholesteryl Esters to Total Lipids in Large LDL percentage, QC Flag",NMR metabolomics QC indicators,
23891,"Cholesteryl Esters to Total Lipids in Large VLDL percentage, QC Flag",NMR metabolomics QC indicators,
23941,"Cholesteryl Esters to Total Lipids in Medium HDL percentage, QC Flag",NMR metabolomics QC indicators,
23921,"Cholesteryl Esters to Total Lipids in Medium LDL percentage, QC Flag",NMR metabolomics QC indicators,
23896,"Cholesteryl Esters to Total Lipids in Medium VLDL percentage, QC Flag",NMR metabolomics QC indicators,
23946,"Cholesteryl Esters to Total Lipids in Small HDL percentage, QC Flag",NMR metabolomics QC indicators,
23926,"Cholesteryl Esters to Total Lipids in Small LDL percentage, QC Flag",NMR metabolomics QC indicators,
23901,"Cholesteryl Esters to Total Lipids in Small VLDL percentage, QC Flag",NMR metabolomics QC indicators,
23931,"Cholesteryl Esters to Total Lipids in Very Large HDL percentage, QC Flag",NMR metabolomics QC indicators,
23886,"Cholesteryl Esters to Total Lipids in Very Large VLDL percentage, QC Flag",NMR metabolomics QC indicators,
23906,"Cholesteryl Esters to Total Lipids in Very Small VLDL percentage, QC Flag",NMR metabolomics QC indicators,
29040,Citalopram has helped feel better,Depression,
24014,Close to major road,Residential air pollution,
4792,Cochlear implant,Hearing,
100240,Coffee consumed,Hot/cold beverages yesterday,
1508,Coffee type,Diet,
120042,Cognitive symptoms severity over the past week,Experience of pain,
104080,Coleslaw intake,Fruit/vegetables yesterday,
29179,Comes through difficult times with little trouble,Social situation,
31048,Comment code pTau sample state,Neurobiomarkers,
31049,Comment code plex sample state,Neurobiomarkers,
1687,Comparative body size at age 10,Early life factors,
1697,Comparative height size at age 10,Early life factors,
4268,Completion status (left),Hearing test,
4275,Completion status (right),Hearing test,
4281,Completion status of numeric memory test,Numeric memory,
6020,Completion status of test,ECG during exercise,
32119,Consumed alcohol to help to go to sleep in past month,Lifestyle routines,
20486,Contemplated self-harm in past year,Self-harm behaviours,
29110,Contemplated self-harm in past year,Harm behaviours,
3088,Contra-indications for spirometry,Spirometry,
40002,Contributory (secondary) causes of death: ICD10,Death register,
29144,Control of body weight outside of periods of low weight or regular overeating/binge eating,Eating patterns,
102870,Cottage cheese intake,Milk/eggs/cheese yesterday,
22502,Cough on most days,Medical information,
20115,Country of Birth (non-UK origin),Early life factors,
1647,Country of birth (UK/elsewhere),Early life factors,
104200,Courgette intake,Fruit/vegetables yesterday,
102770,Couscous intake,Bread/pasta/rice yesterday,
30513,Creatinine (enzymatic) in urine device ID,Urine processing,
30515,Creatinine (enzymatic) in urine result flag,Urine assays,
102460,Crisp intake,Soup/snacks/pastries yesterday,
101250,Crispbread intake,Bread/pasta/rice yesterday,
102050,Croissant intake,Soup/snacks/pastries yesterday,
103050,Crumbed or deep-fried poultry intake,Meat/fish yesterday,
101990,Crumble intake,Soup/snacks/pastries yesterday,
104210,Cucumber intake,Fruit/vegetables yesterday,
20119,Current employment status - corrected,Employment,
5183,Current eye infection,Eye measures,
1239,Current tobacco smoking,Smoking,
21035,Currently (in last 3 months) suffer from abdominal pain,Digestive health,
120012,Currently experiencing a gout flare,Experience of pain,
21038,Currently suffer from abdominal distension,Digestive health,
28600,Currently suffering from a decrease in appetite,Health and well-being,
28714,Currently suffering from a fever,Health and well-being,
28612,Currently suffering from a loss or change in sense of smell,Health and well-being,
28615,Currently suffering from a loss or change in sense of taste,Health and well-being,
28711,Currently suffering from a new allergy or intolerance,Health and well-being,
28663,Currently suffering from a persistent cough,Health and well-being,
28618,Currently suffering from a sore or painful throat,Health and well-being,
28648,Currently suffering from abdominal pain/tummy ache,Health and well-being,
28639,Currently suffering from back pain,Health and well-being,
28660,Currently suffering from bone pain,Health and well-being,
28642,Currently suffering from chest pain,Health and well-being,
28672,Currently suffering from chest pressure,Health and well-being,
28717,Currently suffering from chills (feeling too cold),Health and well-being,
28687,Currently suffering from difficulty sleeping,Health and well-being,
28681,Currently suffering from dizziness/light-headedness,Health and well-being,
28606,Currently suffering from gastrointestinal issues,Health and well-being,
28633,Currently suffering from headaches,Health and well-being,
28627,Currently suffering from hearing loss,Health and well-being,
28675,Currently suffering from heart issues,Health and well-being,
28657,Currently suffering from joint pain or swelling of joint(s),Health and well-being,
28651,Currently suffering from leg pain,Health and well-being,
28696,Currently suffering from mild fatigue,Health and well-being,
28654,Currently suffering from muscle pain/achy muscles,Health and well-being,
28621,Currently suffering from nasal congestion,Health and well-being,
28603,Currently suffering from nausea and/or vomiting,Health and well-being,
28636,Currently suffering from neck pain/stiff neck,Health and well-being,
28690,Currently suffering from night sweats,Health and well-being,
28732,Currently suffering from numbness or tingling somewhere in the body,Health and well-being,
28630,Currently suffering from other hearing issues,Health and well-being,
28645,Currently suffering from pain on breathing,Health and well-being,
28666,Currently suffering from phlegm production/a chesty cough,Health and well-being,
28702,Currently suffering from post-exertional symptom exacerbation,Health and well-being,
28678,Currently suffering from postural tachycardia,Health and well-being,
28723,Currently suffering from problems communicating,Health and well-being,
28726,"Currently suffering from problems relating to mood, anxiety and emotions",Health and well-being,
28720,Currently suffering from problems thinking,Health and well-being,
28708,Currently suffering from red/purple sores or blisters on feet,Health and well-being,
28699,Currently suffering from severe fatigue,Health and well-being,
28684,Currently suffering from shortness of breath or trouble breathing,Health and well-being,
28705,"Currently suffering from skin issues e.g. raised, red itchy areas, new rash",Health and well-being,
28669,Currently suffering from tightness in the chest,Health and well-being,
28624,Currently suffering from tinnitus,Health and well-being,
28693,Currently suffering from unrestful sleep,Health and well-being,
28609,Currently suffering from vision problems,Health and well-being,
28729,Currently suffering from weakness of muscles or difficulty moving arms and legs,Health and well-being,
12254,DXA measurement completed,DXA assessment,
12253,DXA measuring method,DXA assessment,
100026,Daily dietary data not credible,Diet by 24-hour recall,
100230,Dairy smoothie intake,Hot/cold beverages yesterday,
102060,Danish pastry intake,Soup/snacks/pastries yesterday,
102290,Dark chocolate intake,Soup/snacks/pastries yesterday,
90002,Data problem indicator,Raw accelerometer statistics,
90017,"Data quality, calibrated on own data",Accelerometer calibration,
90016,"Data quality, good calibration",Accelerometer calibration,
90015,"Data quality, good wear time",Accelerometer wear time duration,
22630,Day shifts worked,Employment history,
90018,Daylight savings crossover,Accelerometer wear time duration,
28077,Days per week meeting friends and family at an inside venue between mid-March and the end of June (i.e the first UK lockdown),Waves 1-6 exposure questionnaire,
28079,Days per week meeting friends and family at an inside venue between mid-September and the end of October,Waves 1-6 exposure questionnaire,
28078,Days per week meeting friends and family at an inside venue between the start of July and mid-September,Waves 1-6 exposure questionnaire,
28080,Days per week meeting friends and family at an inside venue between the start of November and the start of December,Waves 1-6 exposure questionnaire,
28073,Days per week meeting friends and family at an outside venue between mid-March and the end of June (i.e the first UK lockdown),Waves 1-6 exposure questionnaire,
28075,Days per week meeting friends and family at an outside venue between mid-September and the end of October,Waves 1-6 exposure questionnaire,
28074,Days per week meeting friends and family at an outside venue between the start of July and mid-September,Waves 1-6 exposure questionnaire,
28076,Days per week meeting friends and family at an outside venue between the start of November and the start of December,Waves 1-6 exposure questionnaire,
1220,Daytime dozing / sleeping,Sleep,
40018,Death record format,Death register,
40020,Death record origin,Death register,
100360,Decaffeinated coffee,Hot/cold beverages yesterday,
100470,Decaffeinated tea,Hot/cold beverages yesterday,
21048,Degree bothered by back pain in the past 3 months,Digestive health,
21052,Degree bothered by chest pain in the last 3 months,Digestive health,
21053,Degree bothered by dizziness in the last 3 months,Digestive health,
21054,Degree bothered by fainting spells in the last 3 months,Digestive health,
21055,Degree bothered by feeling heart pound/race in the last 3 months,Digestive health,
21060,Degree bothered by feeling tired all the time in the last 3 months,Digestive health,
21051,Degree bothered by headaches in the last 3 months,Digestive health,
21050,Degree bothered by menstrual cramps or other problems with period in the last 3 months,Digestive health,
21059,Degree bothered by nausea in the last 3 months,Digestive health,
21049,Degree bothered by pain in arms/legs/joints in the past 3 months,Digestive health,
21057,Degree bothered by pain/problems during intercourse in the last 3 months,Digestive health,
21056,Degree bothered by shortness of breath in the last 3 months,Digestive health,
21061,Degree bothered by trouble sleeping in the last 3 months,Digestive health,
21058,Degree bothered by urinary frequency/bladder irritability in the last 3 months,Digestive health,
21041,Degree to which abdominal pain/discomfort/altered bowel habits affect/interfere with life in general,Digestive health,
29146,Dependency of self-esteem on body shape or weight,Eating patterns,
29149,Dependency of self-esteem on body shape or weight currently,Eating patterns,
29129,Dependency of self-esteem on body shape or weight when at this low weight,Eating patterns,
29143,Dependency of self-esteem on body shape or weight when overeating/binge eating,Eating patterns,
120044,Depression in past six months,Experience of pain,
20445,Depression possibly related to childbirth,Depression,
29035,Depression possibly related to childbirth,Depression,
20447,Depression possibly related to stressful or traumatic event,Depression,
29013,Depression possibly related to stressful or traumatic event,Depression,
28034,Description of main home,Waves 1-6 exposure questionnaire,
28062,Designated key worker between 1st March 2020 and 30th November 2020,Waves 1-6 exposure questionnaire,
102130,Dessert consumers,Soup/snacks/pastries yesterday,
120069,"Develop tiredness, yawning, concentration problems, changes in mood or appetite, irritability, neck stiffness, light or sound sensitivity before or near the onset of headaches",Experience of pain,
23078,Device used for pointing,Entry method,
23077,Device used for typing,Entry method,
2443,Diabetes diagnosed by doctor,Medical conditions,
21068,Diagnosed with coeliac disease or gluten sensitivity,Digestive health,
20528,Diagnosed with life-threatening illness,Traumatic events,
21074,Diarrhoea when IBS symptoms first began,Digestive health,
29122,Did you feel fat?,Eating patterns,
20532,Did your sleep change?,Depression,
102320,Diet sweets intake,Soup/snacks/pastries yesterday,
10886,Difference in mobile phone use compared to one year previously (pilot),Electronic device use,
1140,Difference in mobile phone use compared to two years previously,Electronic device use,
20435,Difficulty concentrating during worst depression,Depression,
29026,Difficulty concentrating during worst depression,Depression,
20419,Difficulty concentrating during worst period of anxiety,Anxiety,
29032,Difficulty coping with rejection or negative responses,Depression,
28741,Difficulty learning a new task,Health and well-being,
3476,Difficulty not smoking for 1 day,Smoking,
20541,Difficulty stopping worrying during worst period of anxiety,Anxiety,
28743,Difficulty with being emotionally affected by health problems,Health and well-being,
28744,Difficulty with concentrating on doing something for ten minutes,Health and well-being,
28750,Difficulty with dealing with noisy environments,Health and well-being,
28748,Difficulty with dealing with people you do not know,Health and well-being,
28751,Difficulty with doing your day-to-day work,Health and well-being,
28747,Difficulty with getting dressed,Health and well-being,
28742,Difficulty with joining in community activities,Health and well-being,
28752,Difficulty with looking after children/grandchildren,Health and well-being,
28749,Difficulty with maintaining a friendship,Health and well-being,
28739,Difficulty with standing for long periods,Health and well-being,
28740,Difficulty with taking care of household responsibilities,Health and well-being,
28745,Difficulty with walking a long distance,Health and well-being,
28746,Difficulty with washing whole body,Health and well-being,
4259,Digits entered correctly,Numeric memory,
21026,Discomfort/pain occurring only during menstrual bleed,Digestive health,
29137,Distress about episodes of overeating/binge eating,Eating patterns,
20462,Distress caused by unusual or psychotic experiences,Unusual and psychotic experiences,
23757,"Docosahexaenoic Acid to Total Fatty Acids percentage, QC Flag",NMR metabolomics QC indicators,
22130,Doctor diagnosed COPD (chronic obstructive pulmonary disease),Medical information,
22132,Doctor diagnosed alpha-1 antitrypsin deficiency,Medical information,
22139,Doctor diagnosed asbestosis,Medical information,
22127,Doctor diagnosed asthma,Medical information,
22134,Doctor diagnosed bronchiectasis,Medical information,
22129,Doctor diagnosed chronic bronchitis,Medical information,
22131,Doctor diagnosed cystic fibrosis,Medical information,
22128,Doctor diagnosed emphysema,Medical information,
22136,Doctor diagnosed fibrosing alveolitis/unspecified alveolitis,Medical information,
22126,Doctor diagnosed hayfever or allergic rhinitis,Medical information,
22135,Doctor diagnosed idiopathic pulmonary fibrosis,Medical information,
22140,Doctor diagnosed lung cancer (not mesothelioma),Medical information,
22141,Doctor diagnosed mesothelioma of the lung,Medical information,
22133,Doctor diagnosed sarcoidosis,Medical information,
22138,Doctor diagnosed silicosis,Medical information,
22137,Doctor diagnosed tuberculosis,Medical information,
6014,Doctor restricts physical activity due to heart condition,ECG during exercise,
30584,Does changing leg position help,Restless legs,
30565,Does snoring affect other people,Sleep disturbances,
29045,Dosulepin has helped feel better,Depression,
101970,Double crust pastry intake,Soup/snacks/pastries yesterday,
102200,Doughnut intake,Soup/snacks/pastries yesterday,
23046,Down in dumps over last week,Mood,
23072,Downhearted and depressed over last week,Mood,
30434,Dozing off at work during non-standard shifts,Work and sleep,
30435,Dozing off while driving after at least two days off work,Work and sleep,
100880,Dried fruit added to cereal,Cereal yesterday,
104430,Dried fruit intake,Fruit/vegetables yesterday,
100150,Drinking water intake,Hot/cold beverages yesterday,
1100,Drive faster than motorway speed limit,Physical activity,
30476,Duration of daytime naps,Lifestyle routines,
2634,Duration of heavy DIY,Physical activity,
1021,Duration of light DIY,Physical activity,
10962,Duration of moderate physical activity (pilot),Physical activity,
3647,Duration of other exercises,Physical activity,
1001,Duration of strenuous sports,Physical activity,
10971,Duration of vigorous physical activity (pilot),Physical activity,
10953,Duration of walks (pilot),Physical activity,
29070,Duration of worry about panic attacks,Anxiety and panic,
20438,Duration of worst depression,Depression,
29030,Duration of worst depression,Depression,
981,Duration walking for pleasure,Physical activity,
23053,EBV seropositivity for Epstein-Barr Virus,Infectious Diseases,
6019,ECG/bike method for fitness test,ECG during exercise,
1727,Ease of skin tanning,Sun exposure,
20429,Easily tired during worst period of anxiety,Anxiety,
102930,Egg consumers,Milk/eggs/cheese yesterday,
102960,Eggs in sandwiches intake,Milk/eggs/cheese yesterday,
120048,Electric shocks present in pain that bothers the most,Experience of pain,
20005,Email access,Ongoing characteristics,
28057,Employment situation between mid-March and the end of June 2020 (i.e the first UK lockdown),Waves 1-6 exposure questionnaire,
28060,Employment situation between mid-September and the end of October,Waves 1-6 exposure questionnaire,
28059,Employment situation between the start of July and mid-September,Waves 1-6 exposure questionnaire,
